Respondent_ID,open_ended_1,open_ended_2,open_ended_3,open_ended_4,open_ended_5,E_Scale_score,A_Scale_score,O_Scale_score,C_Scale_score,N_Scale_score,Dataset
10459876927,"If I am able to change my vacation to another week I would. I don't see a point in making a big deal out of it if I can easily change the dates. It's vacation, I could take it anytime I want doesn't have to be a specific date.",I would try my best to complete it. I am confident that I would be able to do it but if it comes down to the wire I can always ask for help or maybe even an extension.,I would still go because I wouldn't want to miss such a great opportunity. It sounds like a great opportunity to meet new people and possibly expand my network. This would benefit me in my job.,If I disagreed I would ask to sit down with my manager to discuss the feedback. I would politely give reasons why I don't believe the feedback is true and list reasons and examples to prove all my positive qualities.,"I would find this experience enjoyable. I always take delight in learning new things, especially about new cultures. There is always something to gain in learning new things.",2.6666666667,4,3.5833333333,4.8333333333,2.5,Train
10440134266,I would probably rearrange my plans. especially if it was just for a vacation and to have fun. if it was for a wedding or something that i couldn't change the plans for then i would need to talk to the coworker and ask if they could move the date of their vacation,I would try and accomplish the task by myself and stay up late several days to finish it but with at least a week heads up knowing it would not get finished i would as some coworkers if they could help out with different aspects of the project to help me out,I would still go. I enjoy meeting new people. its essentially asking the same questions and making other people feel important and allow them to talk. I enjoy that part and especially if it's an important client then it's even more important that i show and do my job,i would talk it over with a few colleagues and ask their opinion. if i have several people agreeing with me i would then schedule a conversation with my boss and try to get him to see my side but ultimately he is the boss and i will go with the flow,i would enjoy this experience. I enjoy learning new things and my family is from Sweden and I like learning about that culture. My husbands family is from Norway and I think he would enjoy me learning and letting him know as well. there is so much to learn in this world,3.1666666667,4.0833333333,3,3.75,2.1666666667,Train
10459941019,I would change my vacation plans for this time period and put my vacation request earlier for my next desired vacation so that I would get it.  I would also tell my colleague that I would let him know what my next week would be so we could plan different weeks.  I would do this because I think it would be fair.,"I would go ahead and complete the project given to me early because I had the time available.  This way I would be prepared for any last minutes assignments or other scenarios that might present themselves and need attention.  I would do this because it is the efficient thing to do, and I would be prepared.  If I procrastinated for no reason and then was inefficient it would be my fault.",I would go with or without my colleague.  I would try to talk him into it.  But I would go regardless.  Networking is a major component of success.  People help other people and work as teams.  I would network because it is the right thing to do to achieve goals.,"I of course feel tense and nervous.  I would ask my boss questions about why he gave the feedback he did.  I would do this because in order for me to truly change my behavior, I must understand why he feels the way he feels.  My boss probably wants me to be successful, and if I can understand his motivation, I can either change, or at least come to a compromise that suits us both.","I would find this experience enjoyable.  I like learning about other cultures.  I find it is both pleasurable, and it brings a deeper understanding of humanity.  The more you learn, the more connections you make across topics, and the better you understand people.  This helps you make better decisions.",4.5833333333,4.75,3.8333333333,4.6666666667,1,Train
10446111727,"If I had seniority and my plans were already made I would keep my dates. IF I could move my vacation I would do so however, I would ask that my coworker help me in the future with time off since I was doing them a favor. That's how I have usually dealt with situations like this.",I would get this project done as soon as possible that way if my boss gave me any last minute responsibilities I would have the time to complete them. I would only procrastinate when I had all of my responsibilities completed. I would also let my boss know roughly how much time I thought the project was going to take that way they had an idea of how long I would be working on it.,"Well, I would sincerely try to talk the colleague into going with me. I would stress that this networking meeting with our client is very important and might impact our work in the future. If they absolutely would not go, I would probably go anyway, and possibly invite another coworker or friend to go with me.",I would try to find out more about this feedback but ultimately if there was nothing I could do I wouldn't cause any more problems and would do what I could to improve my performance. If this is a situation outside of my control and there was nothing I could do I may ask to speak to my manager about the problem privately to try and resolve it respectively. If it became a larger issue I don't know exactly what I would do after this point.,"I probably would find this situation somewhat stressful. I do not enjoy traveling for work so if traveling was involved I would not be excited about this. I think learning about the country would be somewhat interesting however, the traveling part would not be. It would depend on what all was involved.",4.1666666667,4.75,5,4.8333333333,1.4166666667,Train
10462855666,"It depends on who requested it first.  If It was me I would be vehement in going on my vacation and making my co-worker stay behind.  If he went first, then I would probably concede since I view it as a first come first serve.",I would have do dedicate more time to finish the projects.  I have the type of personality where I don't like to leave things unfinished.  It would probably be stressful but I'm sure I could handle it.,"I would try to convince them that this is extremely important for our careers.  I would try to guilt trip them into going, or promise them that it would be worth their time.  I might even offer them a favor in return.",I would ask them why they decided to give me that feedback and if there was any way to make up for it if it was a genuine issue.  I would be calm about it but also firm at the same time.  I wouldn't accept it if it wasn't legitimate.,I would probably find it enjoyable because I love to learn new things about countries.  It would be an experience for me that would broaden my knowledge.  It could also be useful to me in the future especially in my career.,3.5,3.1666666667,3.25,5,1.1666666667,Train
10459706813,"I would look at my plans and if possible ""take one for the team"" and change my vacation plans. I feel like this would not be a huge deal unless hotel reservations can't be changed or airline tickets can't be refunded. If at all possible, you should try and keep harmony at your work place.","I would get on the project right away. It is always best to get things done and out of the way, rather than wait until the last minute. You never know what else might come up at work or your personal life, making it harder to complete a task.","I would explain to my colleague that I am shy and won't know anyone. I would ask just once if they would change their mind and go with me. If not, I would likely suck it up and go since it's one of my biggest clients and you always want to please them and not have any issues.",I would ask my manager for a time where we could talk about this issue. Letting it go is not an option. Talking it over with them as adults in a calm way is a far better option than letting it go or flying off the handle. My reputation could be at stake either way.,I would volunteer! I love learning new languages and learning about other cultures is a great way to expand your mind. I would find this very fun and enjoyable. I would buy a lot of books on NORWAY and look up everything I could on the internet.,3.3333333333,4.5,4.5,5,2,Train
10459699913,"I would talk to the coworker and see if there is any flexibility since I have family plans.  If the coworker does too, I would like need to change my plans for another week.",I would try to finish the project as quickly as possible to plan for additional workload later.  Planning is important so I would like to plan properly.,I would likely go to satisfy our client.  It is likely that our presence is very important and I would like to meet it.  I would make sure that my boss knows this too since it is a sacrifice.,I would try to talk to my manager to understand the feedback and counter it.  I would like to determine the source of the feedback and list counter arguments if possible.  I would like to get the feedback to be accurate to not affect my bonus or promotion opportunities.,I would find this very exciting.  I like to learn about new cultures and would like to travel there if helpful.  I would be very excited to be involved in this project to both help the deal and learn somethings about Norway.,3.4166666667,4,3.0833333333,3.8333333333,1.8333333333,Train
10440104000,"I would discuss the situation with my colleague.  I would make an effort to find out their reason for not being willing to change their plans.  In addition, it there is not a strong reason why I cannot change my plans then I would be willing to do so if necessary.","I would put the project into my schedule, blocking out the necessary time required.  I would be sure to start on this as soon as possible.  As I do my scheduling, I would plan to complete the project early, if possible, thus allowing for last tasks that may come up.",I would talk to my colleague and politely ask that they go  to the meeting.  I would explain that I would feel much more comfortable if they were there.  I would also emphasize the importance to both of us of attending this meeting.,"I would feel hurt and frustrated about this situation.  If I felt that I could resolve this with my manager, then I would express my opinions to my manager.  If I did not feel that I could resolve this with my manger, then I would contact a higher level manager or human resources.",I would find this experience enjoyable.  I think that it is beneficial to learn about other countries and cultures.  It also does not appear to be an overly difficult responsibility.,1.4166666667,4.5833333333,1.6666666667,3.9166666667,2.5833333333,Train
10459661860,I would not be willing to change my vacation plans either. Neither one of us is entitled to a vacation over the other. I would rather leave it to my boss or even flip a coin to see. Fair is fair.,I would get prepared knowing that I might have another task dropped on me. Even though I have a couple weeks left to finish the project I would get on completing it as quickly as possible. I'm not sure that I would spend a lot of time outside of work on it. But I wouldn't be opposed to setting aside a couple nights this to finish it up at home if I hadn't at work yet.,I would end up going with the intent that if within the first half hour of being at the event I hadn't connected with anyone than I would leave. I have had a long day but also know this could be a huge opportunity for me. I might try and talk my colleague into going with. Maybe bribing them with something.,"I would first, call my husband and talk over everything with him. He can be the calm in a storm for me. So even though I am upset and believe the feedback was wrong I'm still going to give this some thought and come back tomorrow with a solution. I would try talking with my manger the next day once more and if that doesn't get me anywhere I would go to the next person in charge.","I would find this project to enjoyable. Learning about other cultures for work would be awesome. It's not everyday that everyone gets to be involved in something like this. And there could be a possibility of traveling to Norway, you never know.",3.8333333333,4.0833333333,3.4166666667,4.6666666667,1.75,Train
10459895224,"I would ask my colleague why they need this vacation week so badly, and hear them out. If their reasoning was good enough, such as plane tickets on that date, I wouldn't argue for it. If I had a better reason, however, I would try to convince them otherwise.","I would begin working on the project in small chunks, so that when/if my boss gives me another task, I will not be so offput by it. I would make sure to complete at least half of it by a week. This will give me more felxibility.","I would most likely end up going regardless. It is a valuable networking opportunity, and even without my colleague I will gain valuable opportunities. I would try to see if they can come,  but if not then I'll go anyways.",I would ask if I can have a discussion with my manager about the incident. I would ask if there was any way that I can make up for it. I would definitely just discuss the matter in an honest way.,I would probably find it boring. I wouldn't want to dedicate my time to a culture that I don't care too much about. It wouldn't be worth my time.,3.75,4.5833333333,3.5,4.75,1.5,Train
10460044064,I would first ask my colleague if their vacation had any special occasion. If it did not then I would ask about their vacation and ask why this particular week it has to be. If they have no significant reason then I would ask my supervisor who requested off first for vacation. I think if there is no special occasion involved then the one who first requested should get it.,I would start the project immediately. I would do this so that I could have the project done early and well way ahead of schedule. Thus is my boss gives me last minute tasks then I would have significant time to complete extra work. I would also while working on project try to anticipate what my bosses last minute work and see if I can prepare what I would need to do that work and have what I could ready if needed.,I would do my very best to convience my colleague to go with me. I would tell them why I wanted them to go so that I knew someone and it would be more comfortable for me. I would also tell them that I would be so very grateful if they could do me this favor. I would also let them know that I wouldn't make them stay too long and I would be indebted to them for the gesture.,I would feel both hurt and a bit angry. I would first approach my manager calmly and ask to please speak to them in private about why they gave me the evaluation. If I didn't think that they gave me a valid reason then I would set up a time to meet with their supervisor.,"I would find this experience enjoyable I believe. I enjoy learning about new things. It would be interesting learning about the people, culture and environment. I'm sure I would learn some fascinating facts.",3.6666666667,3.75,4.8333333333,4.5833333333,2.0833333333,Train
10463010478,I would speak to my supervisor and see who requested first. Whoever was first should get the time.  If this does not solve the issue I will not hesitate to go above my supervisor to the manager.,I would do my assigned project as normal taking my time to ensure it is correct.  If I am given a last minute task I will still continue my original project if I am not finished. If I finish early I will start the next task but will let my boss know I may not finish.,I would still attend the networking event.  If I feel too uncomfortable while there I will just leave early.  I would rather show up than not.,I would speak with my manager about the feedback.  I would listen to their side but also give mine.  I will not leave until matters are settled and comfortable on both ends.,I would find this experience enjoyable.  Learning about other countries is very excited and opens your minds to new things.  This will also give me an oppotunity to learn about Norway just in case I do have a chance to visit one day.,3.75,4.1666666667,4.3333333333,5,1.25,Train
10446115241,"I would speak to my supervisor to see who requested the vacation first. If it was my colleague, then I would agree to change my week. If it was me who requested it first, I would tell my supervisor that it's only fair that my colleague change his request.","I would try to get the project done as soon as possible. This way I will have time to complete any last tasks that I may be given. If I am not given any more tasks, then I will just have more free time toward the end.","I would try to persuade my colleague to go. I would say that I am also tired, but this is an opportunity that we should not miss. If I can't convince him, I would go by my self.","I would respectfully tell my manager that I don't understand where the negative feedback is coming from. I would try to get more information and politely tell him/her that I disagree. If my manager is immutable on the topic, then I would leave it at that and try to speak to my manager's superior.","I would find this experience slightly enjoyable. I would like to learn more about Norway, but it would seem kind of pointless if it doesn't actually involve traveling to the country. I would much prefer to travel there.",2.5,3.5,3.5833333333,4.25,2.25,Train
10459840740,"I would leave it up to my supervisor. There are many instances where I would be willing to change vacation days, but assuming that plans/reservations have already been made, I wouldn't want to change my date either. I would ask that the supervisor see who requested the week first and that person should have the requested week off while the other changes their plans.","I would try to get it out of the way as soon as possible. I think the best thing to do would be to use my time wisely, even if there's a lull in work. If I get it done early and have no extra work, I can always go back over it or enjoy the downtime. But that way I am prepared to take on extra tasks if they come up.","I would go. Even not knowing anyone, networking at any time is a great thing. I would take advantage of the opportunity and encourage my colleague to come with me. There is no time to rest on making connections to further yourself.","I would try to look at it from their point of view. Ultimately, perception is reality and if my manager is unhappy with my work than I need to address the issue whether I agree or not. My managers perception of me would matter to me and mean enough that I really try to see their point and work on whatever criticisms given.","I would absolutely enjoy this opportunity. I love learning about other cultures. Also, volunteering to be a part of any project looks good so I would take the opportunity whether it was boring or not.",3.5,4.0833333333,3.75,4.75,2.6666666667,Train
10462908023,I guess I would change my plans if he refused.  I would be upset but I would hope that maybe my willingness to change would garner me favor with my supervisor.  I would hope that it would show flexibility on my part.,Since my workload is light at the moment I would try and get as much of the work done early.  This way if something else came in at the last minute I would be able to fit it in easier.  I would try to be as organized as possible.,I would still go to the meeting.  It is important to go to these type of meetings so that you establish your work ethic in the eyes of the important people.  You need to learn to be on your own and meet the people who are most important.,I would initially be upset at hearing the negative feedback.  I would try however and meet with my supervisor to discuss what I could be doing differently.  I would let him know that I would like to know different strategies to work on.,I would think it would be interesting to learn the culture of a different country.  I also think anytime you can volunteer for extra things it will only help your outlook the boss has for you.  I would want to make sure my supervisor knows that the company is important to me through my volunteering efforts.,3.0833333333,4.0833333333,2.5,4.8333333333,2.1666666667,Train
10460101068,"I would attempt to work out a deal with my colleague for splitting the vacation time of that week.  I understand that both of us would want to have that time off, but it would only be fair if a compromise could be met.  If the other employee was insistent on not changing their vacation and we both had a equal standing seniority/or first come first serve wise, I would then push to get it for myself based on my value to the business.  Either way, my colleague would understand either to compromise or risk losing entirely.",I would do my best to get ahead on this project over the first portion of these 2 weeks.  That way I would be ready for whatever my boss had in store for me before my deadline.  This would allow me to complete my work early but also be ready for unexpected work without causing too much stress in my work life.,I would still go to the networking meeting because of the importance of being seen at such a meeting and of talking with the client.  I understand it may be at the end of a tiring day but I think it would be more important to go to the meeting than to unwind and relax.  The outcome of this meeting could be far reaching in comparison to relaxing after work for the future of my career.,I would try to get out of the situation so I would have a chance to cool off and think of my options.  After having some time to think about how to handle the situation I would talk to my manager about how I would be able to change the issues they have with my performance.  By doing this I would hope that I can show them my commitment to bettering my performance and abilities to do better in my work and be more valuable to the organization.,I would find this very enjoyable as I have long been fascinated with the culture and natural beauty of Norway and Scandinavia in general.  Some of my favorite authors and tv shows are Norwegian and I am fascinated by the landscape.  Some of the natural beauty of Norway is unmatched anywhere else in the world.  They are a very forward thinking people and are attempting to find solutions to problems in society in a rational way.,3.25,4.0833333333,3,4.75,1.9166666667,Train
10440102451,"I'd ask the supervisor to either make a decision or flip a coin in front of both of us. If there is anyway for the other worker to give up a future holiday, I'd agree to that as well if I don't have solid plans. I'd feel conflicted.",I'm going to plunge in a complete the project right away. There is no reason to wait until the last minute or if something else does come up. I'm going to feel determined to get this done ASAP.,"I'm going anyway! This may be a good opportunity to venture out on my own. I'd be disappointed, But I'm going to make the best of this situation.","First, I'm going to assess the situation and see if I'm thinking clearly. If I feel I have a strong enough case, I'll present it. If not, I'll just let it go. I'd feel frustrated.","Oh, I'd love this assignment! I'd do research and learn as much as I can about the culture. I'd feel honored to be chosen for this assignment!",4.3333333333,4.5833333333,4.75,4.6666666667,1.6666666667,Train
10459877123,"It would depend on if my plans could be changed. If they could I would be the bigger person, because for some reason I love being a martyr.   If they could not be changed. I would insist that our supervisor decides for us. If they couldn't or just wouldn't we should lose the days off work and just get the extra check.","I would finish the task first even if it looked like I had time to procrastinate.  This way my coworkers would have my help if they needed it.  If my supervisor came to me last minute. needing another project, I'd make hem sweat it. I'd make them believe I had just finished before they left to present them.",I would go to the networking meeting. This is where my sunny disposition would come in handy. I make new friends pretty easily. I can get along with anyone.,"I would be in this position again. Hopefully not on my first day of work again. I  would swallow the anger and ask what if anything, I could do to make it better",I would enjoy it. Norway with the Viking traditions. It would totally be great for me. But if I had to learn all the new information I would insist on a real-life trip.,3.8333333333,4.25,3.8333333333,3.25,2,Train
10459725987,"I would NOT change my date because the colleague is not willing to change. I would ask the Supervisor to make the call of who to grant the vacation time off. Either that, or have me and the colleague draw out of a hat, in front of the Supervisor. The one who wins gets the vacation days. If none of those tactics work, I would just take the days off without pay, and hope for the best.","I would finish up the project as SOON as I could. I would not set myself up for any last minute hijinks by my boss at the last minute. It would be stupid of me to not be prepared for the ""unexpected"". Get the project done early is how I would handle it.","I would somehow try to convince them to go. This is one of our largest clients and it would be a mistake to NOT go. I would make the case for putting in an appearance for at least 30 minutes and then leaving. Yes, we are BOTH tired, but I would still go even if I have to end up going by myself.","I would explain why I think the feedback is unwarranted. I would find out if there is anything I could do to reverse the negative feedback. I would explain how the consequences could hurt my bonus. If I can prove the feedback was inaccurate, I would seek help from other sources within the company.",I would find it enjoyable. The reason is that it's fun to learn about other people and cultures. That may lead to someday being asked to actually travel there for my work or leisure.,4.1666666667,4.5,5,5,1.75,Train
10462973379,"I would talk to my colleague about it, especially if I was the one who made the plans first. If I did not make my plans first, then I would try to be flexible and plan for vacationing at a different time. But if this was a colleague that I didn't like, then I would not cave under any circumstances whatsoever.","I would stay focused and continue working hard on the project. I would use the last-minute tasks and side projects as small breaks while I maintain focus on the major project that is due. To the extent possible, I would also ask my boss to give me the other tasks as early as possible.",I would go. This sounds like a great opportunity. Why does it matter if I don't know anyone else there? The whole point is to network.,If the feedback has such serious consequences then I would talk to my manager about it. I would want to understand why my manager feels negatively about my work. I would also want to have an opportunity to present my perspective and explain why I have a different assessment of my achievements.,"I would be very excited by this. I love working with people from around the world, and I love learning new languages and cultures. Opportunities like this are my dream.",2.3333333333,3.1666666667,3.75,4.5,1.6666666667,Train
10462904992,"If they explain why they are unwilling and I find it reasonable, I would change my plans. If I find it unreasonable, I would go to my supervisor and ask them to randomly choose one of us to have the selected dates. I am willing to compromise or hear someone out, but if they are simply going to take a hard line with me for no good reason, then I will certainly take the same approach with them.","Attempt to get the project done early, so if there is an unexpected task that comes up I can still handle it and if there isn't one, I can have a more relaxed time at work for a bit. Since my workload is light leading up to the due date, this seems like a reasonable approach to take. One which accounts for everything.","It would depend on how badly I needed to network. If I am actively needing to network with these clients for one reason or another than I would suck it up and go by myself. If it isn't that important for me to network with them right then and there then I would wait for another opportunity to present itself (one that would be less socially awkward, preferably).","If my boss is treating me unfairly, to the point where it is reflecting poorly on me and costing me money, I would immediately start looking for other job opportunities. Life is too short to work for someone who is not going to be working for you in return. And working for someone that would endanger your career in such a way is just going to hurt you in the long run.","I would find such an experience interesting and enjoyable. Getting paid to learn about another country seems like a great opportunity to me. Since I often try to learn such things on my own time, this is the rare chance to do so and draw a paycheck at the same time.",3.6666666667,3.5833333333,3.1666666667,5,1.75,Train
10459659341,I would accept to move my vacation date.  I don't want to cause any issues and I feel that I could easily change my plans. I also don't want to be confrontational.,I would first remind my boss of the current project that I have. Then I would ask him if I could postpone the new tasks that he gave me. Then I would focus on the project that was due in two weeks.,I may not go because I tend not to see the benefit of networking events. I might also be uncomfortable going by myself.  I would decide not to go and try to find another way to meet the client.,"First, I would try to arrange a meeting with my manager to discuss my feedback. I would like for my manager to explain each point one by one and show me exactly what in my work deserved that feedback. If the manager does not respond, I would then go to the senior manager for help as well as get colleagues and other supervisors' support.","I would find it very interesting and exciting to travel to another country for work.  Even if I wasn't able to travel, learning about a completely different culture would very enjoyable to me.  I tend to like learning about other cultures in my spare time, so having it be a part of work would be very beneficial for me.",2.9166666667,4,3.5833333333,4.8333333333,3.1666666667,Train
10459726696,I would probably give in to his request. i don't take many vacations. when I do vacation its usually to work on my home or just to rewind. I don't travel much.,I would try getting an early start on it. most likely there would be something come up to interfere with it. I've always liked getting my stuff done as soon as possible just for that reason.,I would go to the meeting. there are things that can advance your career and things that can put you behind others. it's always useful to get to now the big clients.,I would ask where he got his information. if it is hearsay i'd ask where it came from. if he didn't want to give me the answer i'd bring it to human resources.,I would find it enjoyable. the part about not traveling helps make the decision easier. There are also benefits to learning about another culture and people.,3.6666666667,4.1666666667,3.3333333333,4.75,1.8333333333,Train
10459714558,"I would suggest that the matter should be settled based on who first requested the time off. In the event that the requests were both made at the same time, the individual with the most seniority should be allowed to take the time off. If these solutions cannot work the supervisor should make the decision.",I would begin the project right away. It would be a good idea to complete it as soon as possible. That way it will not be an issue if the boss gives a last minute task.,"It depends whether I had other plans. If not, I would attend and make some new contacts. If I already had plans I would decline the invitation.",I would ask for a meeting in which I would have an opportunity to answer the feedback. I might ask for an independent observer to be there if I have had any trouble with this sort of thing from my manager. This would also be an opportunity for my manager to attempt to explain the feedback.,"It might be enjoyable, new experiences frequently are. It would likely be more enjoyable if it did involve travel. But then again, we are talking about Norway.",4.5833333333,4.6666666667,3.9166666667,5,1,Train
10446150078,I would say my vacation plans were not able to be changed and stick to taking my vacation. I don't feel like i should have to give up my plans if I already planned on taking it off. I might try and find someone to cover my work while I was absent.,I would try and give my full attention to getting the project done as early as possible. I would work hard and do a good job on it but if I finished early it would allow me time if my boss gave me extra projects. That way I would be able to do a good job on all the projects involved.,I think I would go to the networking meeting. It would be awkward but I would just have to try my best to meet new people. I think it would be a valuable business move and I would be missing out if I didn't go.,I feel hurt and let down. I think I would talk to my manager and see if I can explain why I don't agree with the feedback. If need be I would bring higher management into the situation. I think if the issue would effect something as big as my annual bonus I would do whatever I needed to to ensure it didn't happen.,"I would find it enjoyable. I would really love if there would be some traveling involved, but I love learning about new places. I think it would be great to step out of the boundaries of a normal project and experience new things.",3,4.0833333333,2.8333333333,3.9166666667,2,Train
10440105387,"I would not budge and attempt to get my requested vacation. I would state that I have already made the plans and cannot change them, and explain why I deserve that week of instead of the other person. If I performed better than them, I would definitely bring that up to further plead my case. If the employer won't budge, I'd offer to work remotely from the location a few days if the other person would agree to do the other days.","I would handle this project by getting the stuff done as soon as possible, prior to the due date in case my boss gives me any last minute tasks. I'd be prepared for the worst and get the small tasks done quickly in order to get feedback at an earlier date than the due date. I may be confident in the project, but I need to be prepared to handle any last minute situations and tasks that may come my way. I would handle it this way, because it is always best to get things done well and in time, than rush at the last minute.","I would go to the networking meeting even though my colleague is not going. It would help me get ahead of my colleague and give me opportunities to meet and connect with people in the industry. In addition, it would further my relationship with one of our largest clients, and give them a great impression of myself in comparison to my colleague. All in all, I'd go because it would be a great opportunity for me to further my career.","I would confront my manager about the feedback and explain my side of the story. This situation would make me feel frustrated. Losing my annual bonus is not something I'd want, so I'd go to him and provide him with my reasonings as to why I don't agree and what I will do to improve. In addition, I would take the feedback and better myself in the months to come, while at the same time ensuring I get my bonus.","I would find this experience enjoyable. I have always liked learning about new cultures and customs, so it would be an enjoyable project for me. It would also further my relationship with our clients and show them that I am willing to go above and beyond to grow our relationship. Since I don't have to travel, it would only add a few more hours to my workload and would only benefit myself and the company.",3.4166666667,3.5833333333,4.6666666667,4.4166666667,2.1666666667,Train
10440188099,"I would see if my vacation is flexible and change it if it is. I would do this because it would keep the peace at work and help my coworker out. If this wouldn't work, I would have a conversation with my coworker about the situation.","I would get the project prepared immediately. I would do this so that I wouldn't be surprised or affected by last minute tasks. Once I have the project fully prepared, I can go over my materials closer to the due date to refresh myself and possibly catch anything I've missed. This would really cut down on the amount of work I have to do near the due date.","I would ask my coworker to come with me. I would explain how I would be more comfortable if they were around and that I would really appreciate it. If they decide not to go, I would still attend as I think there would be value in going, still.","I would feel very anxious about the situation. In response, I would analyze what was said and see if I can pinpoint exactly what my manager is referring to. If I still believe I am right, I would explain this to my manager and provide evidence to support my claims.",I would find this experience incredibly enjoyable. I would absolutely volunteer for the project. I think learning about other cultures is fascinating and a valuable use of my time. This could be an opportunity to score points at work and enrich myself at the same time.,4.6666666667,5,5,5,1,Train
10459857935,"If we talked about it early enough I would shift my week. I live alone and have a pretty flexible lifestyle. I am also a Libra and avoid conflict whenever possible. A lot depends too on how long we colleagues have worked alongside each other, and what is the future of our employment here.  Also, I am not really much of a vacation type person, seldom using the days allotted by my job each year.","Even if I had to blow an evening or two I would outline the project as soon as possible.  Like baking, my projects are better if they are completed as soon as possible and have time to cool before they are turned in. When the big job can sit on the back burner a couple of days and I scan it again before I turn it in, I do a higher quality of work. Since I hope to climb the corporate ladder I do want to have this second chance to make a 'first impression' as the old saying goes. So don't expect me to do a last minute thrown together piece of work on such a project.  Further, maybe that last minute imposition will give me a new insight to drop into the two-week project.","As an introvert, I have no problem with this kind of opportunity.  I have no needs to charm the crowd but I do enjoy watching and analyzing other people's behaviors.  An extra cup of coffee as I leave the office will give me several hours to survey the scene. I might even meet one or two players after I have seen who is campaigning for their own ideas.","Of course, I would be deeply disappointed by this development. My analysis would start with trying to get to the point being made. I have studied with the group at cnvc.org for over a decade so first I would want to figure what were the feelings and needs of the manager in making the comment.  Then I would clarify my analysis with my manager, asking for help in understanding the hopes and desires behind the 'negative feedback.' As a result of this conversation, I would hope that we could negotiate ways to satisfy my managers underlying issues without compromising my personal beliefs. Should this not be possible, I might have to look for another position.","I am somewhat like a data vacuum, so the chance to study the language, history and culture of Norway would be delightful. However, I am a settler not a pilgrim so under no circumstance would I who has no passport ever consider leaving my home town. Beyond studying the lay of the land, there are surely a variety of other ways to work on the project but it would be important for the principals on the project to know I do not travel.",3.25,4.6666666667,4.5,4.75,1.4166666667,Train
10460062322,I would approach my colleague and ask them when they had requested the week off. If I had requested it first I would ask them to reconsider changing their plans. If not I would have to take the  situation to the next level at HR if I had requested the week off first. If they requested it first I would do my best to change my plans.,I would devote as much time to my current project and try to get it done as soon as possible. This would free up time for any last minute requests from my boss. If I needed additional help I would consider asking a colleague to assist.,I would absolutely attend the meeting regardless of the fact my colleague found not go. There is nothing that would stand in my way of representing my company  especially for one of our largest clients. It would be an opportunity for me to become part of the bigger picture.,I would approach my manager and ask for a detailed explanation of the negative feedback. I would ask to have the opportunity to correct or fix what they thought was an issue. As a team player I only want to provide the best information that I can. If my manager did not offer my a proper explanation or opportunity to change things I would contact my HR department,I would love the opportunity to work with the client from Norway. What more could you ask for than to broaden your horizons and learn about another country. International experience would look good on my record.,4.75,4.3333333333,5,5,1,Train
10459731128,I would take vacation at a different time. The reason being my family is flexible and would accommodate. My colleague will appreciate my gesture. And my boss will treat this favorably.,"I would start it early and try to finish ahead of time. Learning from the past pattern, if there is any last minute project that I need to work on, I'll be ready. This will also give me peace of mind and avoid unnecessary pressure. And this will also put me in a better light.","I would still go to the networking meeting. I like meeting new people and enjoy talking to them. Even if I don't know anyone there, it will be good to attend an event where I'm invited by our largest client. It will not be appropriate to not have any presence from our company.","I would be upset. I'll definitely ask my manager for more details and remind him all the important work that I did in a timely fashion. I'll also remind how much extra time I had put in. If the manager sticks to his or her position, and if I feel it is unfair, probably I will start looking for a new job.","I would find this interesting to some extent. If it involved traveling to the new country and spending some time there to learn about the country and people, it would have been more exciting. However, I'll still volunteer for this and try to learn more about it through websites and online videos.",3.75,4.6666666667,4.3333333333,4.5833333333,1.6666666667,Train
10440109547,"I would not have a choice but to change my vacation plans. Hopefully I have not already paid deposits or made plans that cannot be changed. If I had and there was no way to adjust my vacation, I would find out which one of us technically requested the week off first. Whoever did should receive the week.",I would start as soon as possible. It makes sense to at least have a mental outline of how much time and work the project will require. I would be taking notes immediately.,"I would not want to go, especially if my colleague isn't going. However, I would go. It is in my best interests to attend events large clients invite me to. It's only an hour or so of my time, and the payoff is building a stronger relationship with a client who is an important component of my job. Put in that perspective, it's a no-brainer. I might try to convince my colleague to go too.","I would approach it very diplomatically. I would start compliment sandwich style. I would thank the manager for their honest feedback and their time. I would then find and deliver quantifiable reasons why the feedback is not true. I would make my case, but then ask for a candid discussion with the manager. Just because I do not perceive the feedback to be true doesn't mean it's not, or that it isn't helpful. I am being offered a perspective other than my own, and I would want to be more curious than defensive.","I would probably find it boring, especially if no travel was offered. Why would I be finding out this information on a volunteer basis? How would it advance my career? Would I be a liaison to the client?",3.4166666667,4.3333333333,4.5833333333,3.6666666667,2.6666666667,Train
